LCSC Part	First Category	Second Category	MFR.Part	Package	Solder Joint	Manufacturer	Library Type	Description	Datasheet	Price	Stock											
C23185	Resistors	Chip Resistor - Surface Mount	0603WAF499JT5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 49.9?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF499JT5E_C23185.pdf	20-180:0.000816418	200-580:0.000613433	600-1980:0.000507463	2000-9980:0.000458209	10000-10020:0.000394030	10040-:0.000394030	321609						
C23186	Resistors	Chip Resistor - Surface Mount	0603WAF5101T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 5.1k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF5101T5E_C23186.pdf	20-180:0.000868657	200-580:0.000665672	600-1980:0.000559701	2000-9980:0.000511940	10000-10020:0.000447761	10040-:0.000447761	1486484						
C23189	Resistors	Chip Resistor - Surface Mount	0603WAF5601T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 5.6k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF5601T5E_C23189.pdf	20-180:0.000894030	200-580:0.000692537	600-1980:0.000586567	2000-9980:0.000538806	10000-10020:0.000474627	10040-:0.000474627	250972						
C23192	Resistors	Chip Resistor - Surface Mount	0603WAF5103T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 510k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF5103T5E_C23192.pdf	20-180:0.000898507	200-580:0.000695522	600-1980:0.000589552	2000-9980:0.000540299	10000-10020:0.000476119	10040-:0.000476119	184218						
C23193	Resistors	Chip Resistor - Surface Mount	0603WAF5100T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 510?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF5100T5E_C23193.pdf	20-180:0.000897015	200-580:0.000695522	600-1980:0.000588060	2000-9980:0.000540299	10000-10020:0.000476119	10040-:0.000476119	1236781						
C23196	Resistors	Chip Resistor - Surface Mount	0603WAF5102T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 51k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF5102T5E_C23196.pdf	20-180:0.000898507	200-580:0.000695522	600-1980:0.000589552	2000-9980:0.000540299	10000-10020:0.000476119	10040-:0.000476119	513129						
C23197	Resistors	Chip Resistor - Surface Mount	0603WAF510JT5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 51?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF510JT5E_C23197.pdf	20-180:0.000911940	200-580:0.000705970	600-1980:0.000598507	2000-9980:0.000549254	10000-10020:0.000483582	10040-:0.000483582	215106						
C23203	Resistors	Chip Resistor - Surface Mount	0603WAF5603T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 560k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF5603T5E_C23203.pdf	20-180:0.000900000	200-580:0.000697015	600-1980:0.000591045	2000-9980:0.000541791	10000-10020:0.000477612	10040-:0.000477612	41141						
C23204	Resistors	Chip Resistor - Surface Mount	0603WAF5600T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 560?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF5600T5E_C23204.pdf	20-180:0.000908955	200-580:0.000704478	600-1980:0.000595522	2000-9980:0.000546269	10000-10020:0.000482090	10040-:0.000482090	194481						
C23206	Resistors	Chip Resistor - Surface Mount	0603WAF5602T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 56k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF5602T5E_C23206.pdf	20-180:0.000810448	200-580:0.000608955	600-1980:0.000502985	2000-9980:0.000453731	10000-10020:0.000389552	10040-:0.000389552	209231						
C23212	Resistors	Chip Resistor - Surface Mount	0603WAF6801T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 6.8k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF6801T5E_C23212.pdf	20-180:0.000892537	200-580:0.000692537	600-1980:0.000586567	2000-9980:0.000537313	10000-10020:0.000473134	10040-:0.000473134	263829						
C23220	Resistors	Chip Resistor - Surface Mount	0603WAF6200T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 620?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF6200T5E_C23220.pdf	20-180:0.000904478	200-580:0.000702985	600-1980:0.000597015	2000-9980:0.000549254	10000-10020:0.000485075	10040-:0.000485075	79768						
C23221	Resistors	Chip Resistor - Surface Mount	0603WAF6202T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 62k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF6202T5E_C23221.pdf	20-180:0.000810448	200-580:0.000608955	600-1980:0.000502985	2000-9980:0.000453731	10000-10020:0.000389552	10040-:0.000389552	69346						
C23228	Resistors	Chip Resistor - Surface Mount	0603WAF6800T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 680?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAF6800T5E_C23228.pdf	20-180:0.000897015	200-580:0.000695522	600-1980:0.000588060	2000-9980:0.000540299	10000-10020:0.000476119	10040-:0.000476119	409480						
C23231	Resistors	Chip Resistor - Surface Mount	0603WAF6802T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 68k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAF6802T5E_C23231.pdf	20-180:0.000914925	200-580:0.000713433	600-1980:0.000607463	2000-9980:0.000558209	10000-10020:0.000494030	10040-:0.000494030	132687						
C23234	Resistors	Chip Resistor - Surface Mount	0603WAF7501T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 7.5k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAF7501T5E_C23234.pdf	20-180:0.000914925	200-580:0.000713433	600-1980:0.000607463	2000-9980:0.000558209	10000-10020:0.000494030	10040-:0.000494030	184456						
C23240	Resistors	Chip Resistor - Surface Mount	0603WAF7503T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 750k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAF7503T5E_C23240.pdf	20-180:0.000817910	200-580:0.000614925	600-1980:0.000508955	2000-9980:0.000459701	10000-10020:0.000395522	10040-:0.000395522	15831						
C23241	Resistors	Chip Resistor - Surface Mount	0603WAF7500T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 750?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAF7500T5E_C23241.pdf	20-180:0.000964179	200-580:0.000752239	600-1980:0.000638806	2000-9980:0.000588060	10000-10020:0.000520896	10040-:0.000520896	87205						
C23242	Resistors	Chip Resistor - Surface Mount	0603WAF7502T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 75k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAF7502T5E_C23242.pdf	20-180:0.000898507	200-580:0.000695522	600-1980:0.000589552	2000-9980:0.000540299	10000-10020:0.000476119	10040-:0.000476119	128419						
C23253	Resistors	Chip Resistor - Surface Mount	0603WAF8200T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 820?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAF8200T5E_C23253.pdf	20-180:0.000843284	200-580:0.000641791	600-1980:0.000535821	2000-9980:0.000486567	10000-10020:0.000422388	10040-:0.000422388	89752						
C23254	Resistors	Chip Resistor - Surface Mount	0603WAF8202T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 82k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAF8202T5E_C23254.pdf	20-180:0.000919403	200-580:0.000716418	600-1980:0.000610448	2000-9980:0.000561194	10000-10020:0.000497015	10040-:0.000497015	107659						
C23255	Resistors	Chip Resistor - Surface Mount	0603WAF820JT5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 82?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAF820JT5E_C23255.pdf	20-180:0.000916418	200-580:0.000714925	600-1980:0.000607463	2000-9980:0.000559701	10000-10020:0.000495522	10040-:0.000495522	53903						
C23260	Resistors	Chip Resistor - Surface Mount	0603WAF9101T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 9.1k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAF9101T5E_C23260.pdf	20-180:0.000895522	200-580:0.000694030	600-1980:0.000588060	2000-9980:0.000538806	10000-10020:0.000474627	10040-:0.000474627	100283						
C23265	Resistors	Chip Resistor - Surface Mount	0603WAF9102T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 91k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAF9102T5E_C23265.pdf	20-180:0.000856716	200-580:0.000655224	600-1980:0.000547761	2000-9980:0.000500000	10000-10020:0.000435821	10040-:0.000435821	33017						
C23345	Resistors	Chip Resistor - Surface Mount	0603WAF220JT5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 22?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAF220JT5E_C23345.pdf	20-180:0.000898507	200-580:0.000697015	600-1980:0.000589552	2000-9980:0.000541791	10000-10020:0.000476119	10040-:0.000476119	1184651						
C23350	Resistors	Chip Resistor - Surface Mount	0603WAF2400T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 240?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAF2400T5E_C23350.pdf	20-180:0.001162687	200-580:0.000949254	600-1980:0.000837313	2000-9980:0.000785075	10000-10020:0.000717910	10040-:0.000717910	108062						
C23352	Resistors	Chip Resistor - Surface Mount	0603WAF2402T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 24k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAF2402T5E_C23352.pdf	20-180:0.000897015	200-580:0.000695522	600-1980:0.000588060	2000-9980:0.000540299	10000-10020:0.000476119	10040-:0.000476119	247369						
C25076	Resistors	Chip Resistor - Surface Mount	0402WGF1000TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??1% ??200ppm/?? -55??~+155?? 100?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF1000TCE_C25076.pdf	600-1980:0.000283582	2000-9980:0.000259701	10000-10020:0.000228358	10040-:0.000228358	20-180:0.000431343	200-580:0.000334328	1192848						
C25077	Resistors	Chip Resistor - Surface Mount	0402WGF100JTCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??1% ??200ppm/?? -55??~+155?? 10?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF100JTCE_C25077.pdf	20-180:0.000435821	200-580:0.000335821	600-1980:0.000283582	2000-9980:0.000259701	10000-10020:0.000228358	10040-:0.000228358	489378						
C25079	Resistors	Chip Resistor - Surface Mount	0402WGF1200TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 120?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF1200TCE_C25079.pdf	20-180:0.000447761	200-580:0.000350746	600-1980:0.000300000	2000-9980:0.000276119	10000-10020:0.000246269	10040-:0.000246269	106322						
C25082	Resistors	Chip Resistor - Surface Mount	0402WGF1500TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 150?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF1500TCE_C25082.pdf	20-180:0.000438806	200-580:0.000340299	600-1980:0.000288060	2000-9980:0.000264179	10000-10020:0.000232836	10040-:0.000232836	39870						
C25086	Resistors	Chip Resistor - Surface Mount	0402WGF100KTCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??1% ??200ppm/?? -55??~+155?? 1?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF100KTCE_C25086.pdf	20-180:0.000683582	200-580:0.000532836	600-1980:0.000453731	2000-9980:0.000416418	10000-10020:0.000368657	10040-:0.000368657	53406						
C25087	Resistors	Chip Resistor - Surface Mount	0402WGF2000TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 200?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF2000TCE_C25087.pdf	20-180:0.000600000	200-580:0.000489552	600-1980:0.000432836	2000-9980:0.000405970	10000-10020:0.000370149	10040-:0.000370149	140966						
C25091	Resistors	Chip Resistor - Surface Mount	0402WGF2200TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 220?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF2200TCE_C25091.pdf	20-180:0.000434328	200-580:0.000335821	600-1980:0.000285075	2000-9980:0.000261194	10000-10020:0.000229851	10040-:0.000229851	230295						
C25092	Resistors	Chip Resistor - Surface Mount	0402WGF220JTCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??1% ??200ppm/?? -55??~+155?? 22?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF220JTCE_C25092.pdf	20-180:0.000407463	200-580:0.000308955	600-1980:0.000258209	2000-9980:0.000234328	10000-10020:0.000202985	10040-:0.000202985	945522						
C25102	Resistors	Chip Resistor - Surface Mount	0402WGF3000TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 300?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF3000TCE_C25102.pdf	20-180:0.000638806	200-580:0.000520896	600-1980:0.000459701	2000-9980:0.000431343	10000-10020:0.000394030	10040-:0.000394030	105828						
C25104	Resistors	Chip Resistor - Surface Mount	0402WGF3300TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 330?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF3300TCE_C25104.pdf	20-180:0.000553731	200-580:0.000452239	600-1980:0.000398507	2000-9980:0.000374627	10000-10020:0.000341791	10040-:0.000341791	293681						
C25105	Resistors	Chip Resistor - Surface Mount	0402WGF330JTCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 33?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF330JTCE_C25105.pdf	20-180:0.000434328	200-580:0.000335821	600-1980:0.000285075	2000-9980:0.000261194	10000-10020:0.000229851	10040-:0.000229851	497936						
C25117	Resistors	Chip Resistor - Surface Mount	0402WGF4700TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 470?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF4700TCE_C25117.pdf	20-180:0.000431343	200-580:0.000334328	600-1980:0.000283582	2000-9980:0.000259701	10000-10020:0.000228358	10040-:0.000228358	441118						
C25118	Resistors	Chip Resistor - Surface Mount	0402WGF470JTCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??1% ??200ppm/?? -55??~+155?? 47?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF470JTCE_C25118.pdf	20-180:0.000682090	200-580:0.000556716	600-1980:0.000491045	2000-9980:0.000461194	10000-10020:0.000420896	10040-:0.000420896	119109						
C25120	Resistors	Chip Resistor - Surface Mount	0402WGF499JTCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 49.9?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF499JTCE_C25120.pdf	20-180:0.000432836	200-580:0.000335821	600-1980:0.000285075	2000-9980:0.000261194	10000-10020:0.000229851	10040-:0.000229851	136896						
C25123	Resistors	Chip Resistor - Surface Mount	0402WGF5100TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 510?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF5100TCE_C25123.pdf	20-180:0.000440299	200-580:0.000341791	600-1980:0.000289552	2000-9980:0.000265672	10000-10020:0.000234328	10040-:0.000234328	273633						
C25125	Resistors	Chip Resistor - Surface Mount	0402WGF510JTCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 51?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF510JTCE_C25125.pdf	20-180:0.000435821	200-580:0.000338806	600-1980:0.000286567	2000-9980:0.000262687	10000-10020:0.000231343	10040-:0.000231343	101816						
C25130	Resistors	Chip Resistor - Surface Mount	0402WGF6800TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 680?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF6800TCE_C25130.pdf	20-180:0.000438806	200-580:0.000338806	600-1980:0.000288060	2000-9980:0.000264179	10000-10020:0.000232836	10040-:0.000232836	99903						
C25133	Resistors	Chip Resistor - Surface Mount	0402WGF750JTCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 75?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF750JTCE_C25133.pdf	20-180:0.000441791	200-580:0.000344776	600-1980:0.000292537	2000-9980:0.000270149	10000-10020:0.000238806	10040-:0.000238806	111371						
C25190	Resistors	Chip Resistor - Surface Mount	0603WAF270JT5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??1% ??200ppm/?? -55??~+155?? 27?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311845_UNI-ROYAL-Uniroyal-Elec-0603WAF270JT5E_C25190.pdf	20-180:0.000900000	200-580:0.000697015	600-1980:0.000591045	2000-9980:0.000541791	10000-10020:0.000477612	10040-:0.000477612	99836						
C25194	Resistors	Chip Resistor - Surface Mount	0603WAF3600T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 360?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311845_UNI-ROYAL-Uniroyal-Elec-0603WAF3600T5E_C25194.pdf	20-180:0.000919403	200-580:0.000716418	600-1980:0.000608955	2000-9980:0.000561194	10000-10020:0.000497015	10040-:0.000497015	95199						
C25196	Resistors	Chip Resistor - Surface Mount	0603WAF560JT5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??1% ??200ppm/?? -55??~+155?? 56?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311845_UNI-ROYAL-Uniroyal-Elec-0603WAF560JT5E_C25196.pdf	20-180:0.000894030	200-580:0.000692537	600-1980:0.000586567	2000-9980:0.000538806	10000-10020:0.000474627	10040-:0.000474627	34813						
C25197	Resistors	Chip Resistor - Surface Mount	0603WAF510KT5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??1% ??200ppm/?? -55??~+155?? 5.1?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311845_UNI-ROYAL-Uniroyal-Elec-0603WAF510KT5E_C25197.pdf	20-180:0.001365672	200-580:0.001065672	600-1980:0.000905970	2000-9980:0.000834328	10000-10020:0.000737313	10040-:0.000737313	169680						
C25270	Resistors	Chip Resistor - Surface Mount	0805W8F1800T5E	805	2	UNI-ROYAL(Uniroyal Elec)	Basic	125mW Thick Film Resistors 150V ??100ppm/?? ??1% -55??~+155?? 180?? 0805  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311845_UNI-ROYAL-Uniroyal-Elec-0805W8F1800T5E_C25270.pdf	20-180:0.001641791	200-580:0.001283582	600-1980:0.001092537	2000-9980:0.001004478	10000-10020:0.000889552	10040-:0.000889552	93012						
C25271	Resistors	Chip Resistor - Surface Mount	0805W8F100KT5E	805	2	UNI-ROYAL(Uniroyal Elec)	Basic	125mW Thick Film Resistors 150V ??1% ??400ppm/?? -55??~+155?? 1?? 0805  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311845_UNI-ROYAL-Uniroyal-Elec-0805W8F100KT5E_C25271.pdf	20-180:0.002597015	200-580:0.002029851	600-1980:0.001731343	2000-9980:0.001582090	10000-10020:0.001404478	10040-:0.001404478	217992						
C25334	Resistors	Chip Resistor - Surface Mount	1206W4F100LT5E	1206	2	UNI-ROYAL(Uniroyal Elec)	Basic	250mW Thick Film Resistors 200V ??800ppm/?? ??1% -55??~+155?? 100m?? 1206  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-1206W4F100LT5E_C25334.pdf	15-135:0.007388060	150-435:0.005805970	450-1485:0.004925373	1500-7485:0.004388060	7500-14985:0.003940299	15000-:0.003686567	132204						
C25741	Resistors	Chip Resistor - Surface Mount	0402WGF1003TCE	402	2	UNI-ROYAL(Uniroyal Elec)	Basic	62.5mW Thick Film Resistors 50V ??100ppm/?? ??1% -55??~+155?? 100k?? 0402  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF1003TCE_C25741.pdf	20-180:0.000435821	200-580:0.000337313	600-1980:0.000286567	2000-9980:0.000262687	10000-10020:0.000231343	10040-:0.000231343	2032225						
